identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
5572448293298939642,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-2.93445E+18,user,Australie,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,au
6491541085197052295,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,595,3198,106.6,8.88,us
3686689935187692917,user,Hong Kong,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,694,3198,106.6,8.88,hk
545368001109636992,user,France,fr,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
7528176713868146508,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
6695509260113585299,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,614,3198,106.6,8.88,us
-5.29424E+18,user,Canada,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,ca
-7.72527E+18,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
6665697448721700057,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,667,3198,106.6,8.88,gb
7312503030709199023,user,France,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
6365283181384026308,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,505,3198,106.6,8.88,gb
5500614708059955283,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,us
5555078179456178214,user,Danemark,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,dk
1654133339358031891,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
2187797139780930061,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,31,3198,106.6,8.88,fr
-4.06019E+18,user,Allemagne,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,444,3198,106.6,8.88,de
-8.37941E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,597,3198,106.6,8.88,us
7039534850417602027,user,Su?de,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,se
-1.98647E+18,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,642,3198,106.6,8.88,fr
-8.40827E+18,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,it
-2.64995E+17,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,it
-8.05271E+18,user,Allemagne,de,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,de
4559864160423254219,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
6271394408307808127,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-7.75182E+18,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,it
-6.19901E+18,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,es
5424732619722559366,user,France,fr,4,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,255,3198,106.6,8.88,fr
7912347081499065862,user,Italie,it,4,8,8,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,45,3198,106.6,8.88,it
1882623978651421626,user,Danemark,en,4,8,38,0,0,0,4,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,11,3198,106.6,8.88,dk
769373633327474631,user,France,fr,4,8,1,0,0,0,1,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,11,3198,106.6,8.88,fr
-7.3792E+18,user,France,fr,4,8,1,0,0,0,0,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,687,3198,106.6,8.88,fr
-5.10417E+17,user,Japon,en,4,8,6,0,0,0,1,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,88,3198,106.6,8.88,jp
-6.82969E+18,user,Italie,it,4,8,4,0,0,0,2,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,693,3198,106.6,8.88,it
9213096503410838534,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,343,3198,106.6,8.88,fr
-2.40639E+18,user,Italie,it,4,8,0,1,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,FALSE,603,3198,106.6,8.88,it
-7.09183E+17,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,35,3198,106.6,8.88,gb
6692883326576864644,user,Bulgarie,fr,4,8,9,0,0,0,2,6,F,2,mrs,TRUE,TRUE,FALSE,TRUE,12,3198,106.6,8.88,bg
-1.74199E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,219,3198,106.6,8.88,us
-7.27671E+18,user,Pays-Bas,en,4,20,46,0,0,0,5,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,29,3198,106.6,8.88,nl
4243077152679382546,user,Allemagne,de,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,357,3198,106.6,8.88,de
3963698932136999592,user,Gr?ce,en,4,10,0,0,0,0,2,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,638,3198,106.6,8.88,gr
9024821766182133876,user,France,en,4,9,4,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
137185837465944378,user,France,en,4,9,4,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
4896368853425699629,user,France,en,4,9,4,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
3717076252779843969,user,France,en,4,9,4,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
5904537059666616150,user,France,en,4,9,4,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-6.02777E+18,user,Russie,en,4,9,4,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,ru
7176288693457324082,user,Etats-Unis,en,4,11,45,0,0,0,2,1,F,2,mrs,TRUE,FALSE,TRUE,FALSE,216,3198,106.6,8.88,us
2494553929914880116,user,France,fr,4,8,2,2,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,678,3198,106.6,8.88,fr
-8.55315E+18,user,Hongrie,en,4,8,212,0,0,0,24,16,F,2,mrs,TRUE,FALSE,TRUE,FALSE,14,3198,106.6,8.88,hu
2856873907181434635,user,France,fr,4,12,301,0,0,0,2,5,F,2,mrs,FALSE,FALSE,FALSE,TRUE,11,3205,106.83,8.9,fr
8414517612407077588,user,Su?de,en,4,9,13,0,0,0,2,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,223,3205,106.83,8.9,se
-1.52223E+18,user,Lettonie,en,4,16,12,0,0,0,1,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,491,3205,106.83,8.9,lv
5181806937292380285,user,Danemark,en,4,8,61,0,0,0,0,2,F,2,mrs,TRUE,FALSE,TRUE,TRUE,54,3205,106.83,8.9,dk
4713584370395504275,user,Italie,it,4,9,35,0,0,0,0,0,F,2,mrs,TRUE,TRUE,TRUE,TRUE,447,3205,106.83,8.9,it
967119241461431050,user,Etats-Unis,en,4,8,1,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
2505938418148504754,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
3832946791765436547,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
3555650477012539863,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,419,3205,106.83,8.9,es
3283601566517496410,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,es
-1.52382E+18,user,Hongrie,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,hu
-6.96745E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,648,3205,106.83,8.9,us
2348322614115167050,user,Italie,it,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,it
-5.99952E+18,user,France,fr,4,9,43,0,0,0,1,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,19,3205,106.83,8.9,fr
-3.29759E+18,user,Finlande,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,263,3205,106.83,8.9,fi
-6.96728E+18,user,France,fr,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
867950692316840393,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,264,3205,106.83,8.9,fr
-8.88441E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,405,3205,106.83,8.9,us
-6.11225E+17,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
-9.99902E+17,user,Belgique,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,690,3205,106.83,8.9,be
-8.97077E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
2974741131830657253,user,Portugal,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,pt
5505504271361195375,user,Etats-Unis,en,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3205,106.83,8.9,us
4040867647113459673,user,Etats-Unis,en,4,8,7,1,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,FALSE,16,3205,106.83,8.9,us
2601719768132779119,user,Italie,it,4,8,1,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,416,3205,106.83,8.9,it
4173334821246364966,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,3,miss,FALSE,FALSE,FALSE,FALSE,654,3205,106.83,8.9,us
4299829920457444900,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
3369839390425363364,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,579,3205,106.83,8.9,fr
8371113016361948849,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
3255066013709528182,user,Hong Kong,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,709,3205,106.83,8.9,hk
2079474470827577489,user,Allemagne,de,4,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,643,3205,106.83,8.9,de
797394988892931573,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
5677434445247099392,user,France,es,4,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,709,3205,106.83,8.9,fr
-7.28284E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,708,3205,106.83,8.9,us
8138390414383489494,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,gb
-8.63565E+18,user,Allemagne,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,de
-7.59327E+18,user,France,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
-6.9996E+18,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,TRUE,TRUE,FALSE,TRUE,699,3205,106.83,8.9,fr
-3.64884E+18,user,Allemagne,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,de
-2.33606E+17,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
7758278139386349107,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,665,3205,106.83,8.9,it
7767344749558284256,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,709,3205,106.83,8.9,fr
6380437309913779253,user,Angola,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,ao
4835050246300724740,user,Su?de,en,4,9,28,0,0,0,16,1,M,1,mr,TRUE,FALSE,TRUE,TRUE,15,3205,106.83,8.9,se
-7.83107E+18,user,Belgique,fr,4,9,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,be
-8.54898E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,1,M,1,mr,FALSE,FALSE,FALSE,TRUE,627,3205,106.83,8.9,us
2430937770748132377,user,Royaume-Uni,en,4,8,43,0,0,0,6,8,F,2,mrs,TRUE,TRUE,FALSE,TRUE,97,3205,106.83,8.9,gb
-1.52962E+18,user,France,fr,4,8,1,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,240,3205,106.83,8.9,fr
-2.92293E+18,user,France,fr,4,8,1,0,0,0,3,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,326,3205,106.83,8.9,fr
-9.92956E+17,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
-1.28794E+18,user,Canada,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,704,3205,106.83,8.9,ca
-1.47563E+18,user,Allemagne,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,de
2642437217010964591,user,Allemagne,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,709,3205,106.83,8.9,de
5657583609744475103,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
5086758206302324821,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
6742668753006699185,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,gb
2531662027457325921,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
4305679363765892692,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
5939307163741811658,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
8413487386859833582,user,Bermude,de,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,bm
-8.38254E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,gb
2052001553087197568,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,689,3205,106.83,8.9,fr
4058794764106100495,user,Su?de,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,se
-1.93396E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,gb
-5.3481E+18,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,it
6161083680011762598,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,gb
2749070674792123720,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,fr
8581103216205905380,user,Canada,en,4,8,163,0,0,0,9,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,199,3205,106.83,8.9,ca
5010896180572283633,user,Royaume-Uni,en,4,8,2,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,689,3205,106.83,8.9,gb
3446846686197409927,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,es
7885155560682274193,user,Allemagne,de,4,8,23,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,78,3205,106.83,8.9,de
3749804447837181187,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,708,3205,106.83,8.9,us
581864668971065460,user,Etats-Unis,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,709,3205,106.83,8.9,us
3595345293291958527,user,Royaume-Uni,en,4,8,0,0,0,0,1,1,F,2,mrs,TRUE,FALSE,TRUE,TRUE,298,3198,106.6,8.88,gb
1496328191045532234,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,TRUE,FALSE,TRUE,572,3198,106.6,8.88,es
-5.07873E+17,user,Italie,it,4,10,106,0,0,0,92,2,F,2,mrs,FALSE,FALSE,FALSE,TRUE,13,3198,106.6,8.88,it
406124915425475167,user,Australie,en,4,8,92,0,0,0,3,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,701,3198,106.6,8.88,au
-6.16981E+18,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,100,3198,106.6,8.88,es
270844099072126429,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-3.82914E+18,user,France,fr,4,8,0,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
8312811088177532647,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
918302851968358521,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-3.09115E+18,user,France,fr,4,8,3,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,532,3198,106.6,8.88,fr
-2.50136E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,2,M,1,mr,FALSE,FALSE,FALSE,TRUE,308,3198,106.6,8.88,gb
327112503334475044,user,Etats-Unis,en,4,8,1,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,337,3198,106.6,8.88,us
6006493362926595086,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
1664153928257427559,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,151,3198,106.6,8.88,fr
-4.0891E+18,user,Russie,en,4,8,4,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,ru
5864490154062089391,user,Allemagne,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,621,3198,106.6,8.88,de
6216613372780476745,user,France,fr,4,8,0,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,fr
7649805367180586133,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
-7.35912E+18,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,537,3198,106.6,8.88,gb
-7.04237E+18,user,Australie,en,4,8,6,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,690,3198,106.6,8.88,au
1869468522930057152,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-2.01483E+18,user,Su?de,en,4,8,0,0,0,0,0,9,M,1,mr,FALSE,FALSE,FALSE,TRUE,164,3198,106.6,8.88,se
-5.95277E+18,user,Russie,en,4,8,4,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,ru
-7.55064E+18,user,France,de,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
356497873292515812,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,gb
-7.26064E+18,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,it
5541897706434260509,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
4932615168669662763,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,622,3198,106.6,8.88,es
2896531663977053383,user,Etats-Unis,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-1.01526E+18,user,France,fr,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,441,3198,106.6,8.88,fr
3348152171400645410,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-7.00213E+18,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
5673610227507889157,user,Royaume-Uni,en,4,8,0,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,gb
2067970474097205975,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
229696033127803804,user,France,fr,4,8,1,0,0,0,0,0,M,1,mr,TRUE,FALSE,TRUE,TRUE,301,3198,106.6,8.88,fr
-1.3046E+18,user,Allemagne,en,4,8,52,0,0,0,1,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,137,3198,106.6,8.88,de
8307788642574254936,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,408,3198,106.6,8.88,us
-7.93353E+18,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,640,3198,106.6,8.88,fr
-6.84526E+18,user,Etats-Unis,en,4,8,9,0,0,0,5,3,F,2,mrs,TRUE,FALSE,TRUE,TRUE,549,3198,106.6,8.88,us
-1.44994E+18,user,Malaisie,en,4,8,3,0,0,0,0,0,M,1,mr,TRUE,TRUE,FALSE,TRUE,702,3198,106.6,8.88,my
7130851450960702105,user,Danemark,en,4,8,4,0,0,0,9,3,M,1,mr,TRUE,FALSE,TRUE,TRUE,445,3198,106.6,8.88,dk
-8.73797E+18,user,Royaume-Uni,en,4,8,3,0,0,0,0,1,M,1,mr,TRUE,FALSE,TRUE,FALSE,292,3198,106.6,8.88,gb
-5.76554E+17,user,France,fr,4,8,0,0,0,0,0,1,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,fr
5495308131062575642,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-1.15938E+18,user,France,fr,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,315,3198,106.6,8.88,fr
-2.22002E+17,user,Etats-Unis,en,4,8,0,0,0,0,0,0,M,1,mr,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-9.60438E+17,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,us
-3.92487E+18,user,Russie,en,4,8,4,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,ru
8163397471101616979,user,Italie,it,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,it
3800534515014688464,user,France,fr,4,8,3,0,0,0,2,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,23,3198,106.6,8.88,fr
1569422724515450211,user,Canada,en,4,8,0,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,ca
-9.16053E+18,user,Chine,en,4,8,2,0,0,0,0,0,F,2,mrs,TRUE,FALSE,TRUE,TRUE,702,3198,106.6,8.88,cn
-2.9016E+18,user,France,fr,4,8,0,0,0,0,1,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,519,3198,106.6,8.88,fr
-3.38964E+18,user,Espagne,es,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,702,3198,106.6,8.88,es
1627175225431475735,user,Etats-Unis,en,4,8,0,0,0,0,0,0,F,2,mrs,FALSE,FALSE,FALSE,TRUE,423,3198,106.6,8.88,us
